"year","ticker.x","ret_closing_prices.x","bd_best","side_a","side_a_2nd","side_b","side_b_2nd","ticker.y","ret_closing_prices.y"
2003,"HEI",0.715362973422456,8652,"Government of Afghanistan","Government of Denmark, Government of France, Government of Australia, Government of Germany, Government of Poland, Government of New Zealand, Government of Romania, Government of Norway, Government of Italy, Government of Netherlands, Government of United States of America, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan",NA,"^GSPC",0.263803999328198
2004,"HEI",0.365329685559535,5183,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Dominican Republic, Government of Slovakia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Tonga, Government of Nicaragua, Government of Denmark, Government of South Korea, Government of Honduras, Government of Philippines, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Spain, Government of Poland, Government of Ukraine, Government of Estonia, Government of Norway, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, al-Mahdi Army, IS",NA,"^GSPC",0.0899345241094676
2005,"HEI",0.145639749472229,4344,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Slovakia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Denmark, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Ukraine, Government of Poland, Government of Estonia, Government of Norway, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, IS, RJF",NA,"^GSPC",0.0300102265812749
2006,"HEI",0.500386394689788,8903,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Slovakia, Government of El Salvador, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Denmark, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Estonia, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, IS, RJF",NA,"^GSPC",0.136194317382607
2007,"HEI",0.403038972540309,9246,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Slovakia, Government of El Salvador, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Tonga, Government of Denmark, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Estonia, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, al-Mahdi Army, IS, RJF",NA,"^GSPC",0.0352957306634796
2008,"HEI",-0.287261423544477,8058,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of El Salvador, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Tonga, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Ukraine, Government of Poland, Government of Estonia, Government of Czech Republic, Government of Latvia, Government of United Kingdom","al-Mahdi Army, IS",NA,"^GSPC",-0.384857930609067
2009,"HEI",0.141643089017002,8013,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",0.234541904883407
2010,"HEI",0.438923932143857,8531,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",0.127827138537602
2011,"HEI",0.432490681020679,9630,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",-3.18366639369128e-05
2012,"HEI",-0.0432625873326468,10286,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",0.13405690926621
2013,"HEI",0.61835344211178,9504,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Yemen (North Yemen), Government of Sierra Leone, Government of United Kingdom","AQIM, Signed-in-Blood Battalion, Ansar Dine, MUJAO",NA,"^GSPC",0.296012495733244
2014,"HEI",0.0422778333660649,28261,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Sierra Leone, Government of United Kingdom","AQIM, al-Murabitun",NA,"^GSPC",0.113906337867481
2015,"HEI",-0.100000049341592,29689,"Government of Mali","Government of Djibouti, Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of DR Congo (Zaire), Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Rwanda, Government of Cameroon, Government of Liberia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, Ansar Dine",NA,"^GSPC",-0.00726599720582355
2016,"HEI",0.419242166559269,31515,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Congo, Government of Liberia, Government of Ethiopia, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of United Kingdom","AQIM, Ansar Dine",NA,"^GSPC",0.0953502266728365
2017,"HEI",0.528677829564328,31712,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, JNIM",NA,"^GSPC",0.194199655232879
2018,"HEI",0.28312143623759,29267,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of New Zealand, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Spain, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",-0.0623725984962068
2019,"HEI",0.473283383843113,33371,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",0.288780702251584
2020,"HEI",0.1598772853846,24735,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Iran, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Zambia, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",0.162589230557062
2021,"HEI",0.0892749839056648,39841,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Iran, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Zambia, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Greece, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Luxembourg, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",0.268927386613713
2022,"HEI",0.0653168637443684,5535,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Iran, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Luxembourg, Government of Bhutan, Government of Burkina Faso, Government of Lithuania, Government of Spain, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",-0.194428272034293
1990,"LHX",NA,0,NA,NA,NA,NA,"^GSPC",NA
1991,"LHX",0.35220123294723,21790,"Government of Iraq",NA,"Government of Kuwait","Government of Syria, Government of Oman, Government of Senegal, Government of Portugal, Government of Italy, Government of Netherlands, Government of Egypt, Government of Bahrain, Government of Australia, Government of France, Government of Belgium, Government of United Arab Emirates, Government of Niger, Government of Czechoslovakia, Government of Denmark, Government of Bangladesh, Government of Greece, Government of Qatar, Government of Honduras, Government of United States of America, Government of Canada, Government of Spain, Government of Argentina, Government of Saudi Arabia, Government of Norway, Government of Pakistan, Government of Turkey, Government of Morocco, Government of Sierra Leone, Government of United Kingdom","^GSPC",0.26306703045261
1992,"LHX",0.246511632448971,0,NA,NA,NA,NA,"^GSPC",0.044642631759749
1993,"LHX",0.358208909352612,0,NA,NA,NA,NA,"^GSPC",0.0705515626329685
1994,"LHX",-0.0659340708097709,0,NA,NA,NA,NA,"^GSPC",-0.0153929102914732
1995,"LHX",0.285294120441226,0,NA,NA,NA,NA,"^GSPC",0.341106554770871
1996,"LHX",0.256292901273419,0,NA,NA,NA,NA,"^GSPC",0.202636661703033
1997,"LHX",0.336976374809933,0,NA,NA,NA,NA,"^GSPC",0.310081817465709
1998,"LHX",-0.201634936858549,0,NA,NA,NA,NA,"^GSPC",0.266685891559653
1999,"LHX",-0.271331027168088,1404,"Government of Serbia (Yugoslavia)",NA,"UCK","Government of Germany, Government of Portugal, Government of Italy, Government of Netherlands, Government of France, Government of Belgium, Government of Denmark, Government of Greece, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Spain, Government of Poland, Government of Norway, Government of Czech Republic, Government of Turkey, Government of United Kingdom","^GSPC",0.195260466588784
2000,"LHX",0.147540984846645,0,NA,NA,NA,NA,"^GSPC",-0.101391846658584
2001,"LHX",-0.00375510604441887,2980,"Government of Afghanistan",NA,"Government of United States of America, Government of United Kingdom",NA,"^GSPC",-0.130426931727426
2002,"LHX",-0.137987537389882,878,"Government of United States of America","Government of Germany, Government of Japan, Government of Afghanistan, Government of Jordan, Government of Italy, Government of Netherlands, Government of France, Government of Australia, Government of Romania, Government of New Zealand, Government of Denmark, Government of Greece, Government of Canada, Government of Lithuania, Government of Spain, Government of Poland, Government of Norway, Government of Pakistan, Government of Turkey, Government of United Kingdom","al-Qaida",NA,"^GSPC",-0.233659639571036
2003,"LHX",0.442965775673465,8652,"Government of Afghanistan","Government of Denmark, Government of France, Government of Australia, Government of Germany, Government of Poland, Government of New Zealand, Government of Romania, Government of Norway, Government of Italy, Government of Netherlands, Government of United States of America, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan",NA,"^GSPC",0.263803999328198
2004,"LHX",0.628195014158097,5183,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Dominican Republic, Government of Slovakia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Tonga, Government of Nicaragua, Government of Denmark, Government of South Korea, Government of Honduras, Government of Philippines, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Spain, Government of Poland, Government of Ukraine, Government of Estonia, Government of Norway, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, al-Mahdi Army, IS",NA,"^GSPC",0.0899345241094676
2005,"LHX",0.392134675444033,4344,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Slovakia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Denmark, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Ukraine, Government of Poland, Government of Estonia, Government of Norway, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, IS, RJF",NA,"^GSPC",0.0300102265812749
2006,"LHX",0.0662636668167418,8903,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Slovakia, Government of El Salvador, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Denmark, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Estonia, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, IS, RJF",NA,"^GSPC",0.136194317382607
2007,"LHX",0.366768342555066,9246,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Slovakia, Government of El Salvador, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Tonga, Government of Denmark, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Estonia, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, al-Mahdi Army, IS, RJF",NA,"^GSPC",0.0352957306634796
2008,"LHX",-0.392948318571849,8058,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of El Salvador, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Tonga, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Ukraine, Government of Poland, Government of Estonia, Government of Czech Republic, Government of Latvia, Government of United Kingdom","al-Mahdi Army, IS",NA,"^GSPC",-0.384857930609067
2009,"LHX",0.322683659624986,8013,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",0.234541904883407
2010,"LHX",-0.0473186127466085,8531,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",0.127827138537602
2011,"LHX",-0.204414977428023,9630,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",-3.18366639369128e-05
2012,"LHX",0.35849050612479,10286,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",0.13405690926621
2013,"LHX",0.425857819934754,9504,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Yemen (North Yemen), Government of Sierra Leone, Government of United Kingdom","AQIM, Signed-in-Blood Battalion, Ansar Dine, MUJAO",NA,"^GSPC",0.296012495733244
2014,"LHX",0.0287924682212373,28261,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Sierra Leone, Government of United Kingdom","AQIM, al-Murabitun",NA,"^GSPC",0.113906337867481
2015,"LHX",0.209969394251354,29689,"Government of Mali","Government of Djibouti, Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of DR Congo (Zaire), Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Rwanda, Government of Cameroon, Government of Liberia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, Ansar Dine",NA,"^GSPC",-0.00726599720582355
2016,"LHX",0.179171454792063,31515,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Congo, Government of Liberia, Government of Ethiopia, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of United Kingdom","AQIM, Ansar Dine",NA,"^GSPC",0.0953502266728365
2017,"LHX",0.382355735425377,31712,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, JNIM",NA,"^GSPC",0.194199655232879
2018,"LHX",-0.0494175806679914,29267,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of New Zealand, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Spain, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",-0.0623725984962068
2019,"LHX",0.469513584005842,33371,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",0.288780702251584
